target	acc	tlen	query	qlen	evalue
RepB-RCR_reg	PF10723.9	81	DB3.contig1_2	89	8.1e-30
RHH_5	PF07878.11	43	DB3.contig1_2	89	1.2e-06
RHH_1	PF01402.21	39	DB3.contig1_2	89	8.8e-05
Complex1_LYR	PF05347.15	59	DB3.contig1_2	89	0.00015
PIN_5	PF08745.11	206	DB3.contig1_2	89	0.014
PLDc_2	PF13091.6	133	DB3.contig1_3	183	1.3e-26
FAM83	PF07894.12	274	DB3.contig1_3	183	4e-06
AAA_30	PF13604.6	192	DB3.contig1_5	1237	4.2e-37
TraI_2B	PF18340.1	72	DB3.contig1_5	1237	2.8e-26
AAA_19	PF13245.6	146	DB3.contig1_5	1237	9e-12
TraI	PF07057.11	123	DB3.contig1_5	1237	2.4e-09
TrwC	PF08751.11	296	DB3.contig1_6	497	6.9e-67
TrwB_AAD_bind	PF10412.9	386	DB3.contig1_7	711	5e-117
TraG-D_C	PF12696.7	126	DB3.contig1_7	711	8e-18
T4SS-DNA_transf	PF02534.14	469	DB3.contig1_7	711	7.2e-11
AAA_16	PF13191.6	170	DB3.contig1_7	711	0.0016
CCB1	PF12046.8	168	DB3.contig1_8	188	0.024
TraG_N	PF07916.11	467	DB3.contig1_9	957	6e-75
TraH	PF06122.11	361	DB3.contig1_10	455	3.2e-105
TraF	PF13728.6	224	DB3.contig1_11	185	7.3e-14
Thioredoxin_2	PF13098.6	109	DB3.contig1_11	185	2.8e-05
DSBA	PF01323.20	193	DB3.contig1_11	185	0.00055
Thioredoxin	PF00085.20	103	DB3.contig1_11	185	0.0044
TraF	PF13728.6	224	DB3.contig1_12	257	1.3e-60
Pom	PF17251.2	279	DB3.contig1_12	257	0.0096
TraN	PF06986.11	240	DB3.contig1_13	646	1.5e-73
TrbC_Ftype	PF09673.10	112	DB3.contig1_14	143	3.3e-18
TraU	PF06834.11	307	DB3.contig1_15	333	3.8e-112
TraW_N	PF12477.8	30	DB3.contig1_16	211	0.063
TrbI_Ftype	PF09677.10	106	DB3.contig1_17	126	1.7e-19
OmpH	PF03938.14	138	DB3.contig1_17	126	0.0097
TraC_F_IV	PF11130.8	238	DB3.contig1_18	874	4.6e-38
AAA_10	PF12846.7	362	DB3.contig1_18	874	2.7e-05
DUF87	PF01935.17	227	DB3.contig1_18	874	3.1e-05
TraV	PF09676.10	132	DB3.contig1_19	177	6.5e-11
TrbI	PF03743.14	187	DB3.contig1_21	444	2.3e-26
TraK	PF06586.11	231	DB3.contig1_22	240	4.3e-37
TraE	PF05309.11	182	DB3.contig1_23	192	5.4e-28
DUF5504	PF17608.2	124	DB3.contig1_23	192	0.0017
TraL	PF07178.11	90	DB3.contig1_24	99	1.3e-18
TraA	PF05513.11	120	DB3.contig1_25	102	3.2e-10
TraA	PF05513.11	120	DB3.contig1_26	102	2.2e-09
TraY	PF05509.11	49	DB3.contig1_27	68	1.3e-16
BetR	PF08667.10	148	DB3.contig1_28	282	1.9e-17
Response_reg	PF00072.24	112	DB3.contig1_28	282	7.1e-11
HTH_26	PF13443.6	63	DB3.contig1_28	282	0.0019
Glyco_transf_9	PF01075.17	249	DB3.contig1_29	332	0.00084
Oxidored_molyb	PF00174.19	172	DB3.contig1_30	168	0.00019
HATPase_c	PF02518.26	112	DB3.contig1_31	573	6.1e-27
Response_reg	PF00072.24	112	DB3.contig1_31	573	8e-15
HisKA	PF00512.25	67	DB3.contig1_31	573	1.2e-06
HATPase_c_5	PF14501.6	101	DB3.contig1_31	573	0.021
Tra_M	PF05261.11	126	DB3.contig1_32	134	1.7e-05
HicB_lk_antitox	PF15919.5	123	DB3.contig1_32	134	0.0095
SLT	PF01464.20	117	DB3.contig1_33	161	1.9e-21
Lys	PF00062.20	124	DB3.contig1_33	161	0.0081
Cytochrom_NNT	PF03264.14	174	DB3.contig1_34	106	0.014
DUF932	PF06067.11	228	DB3.contig1_36	274	2e-57
Arm-DNA-bind_3	PF13356.6	74	DB3.contig2_1	241	9.3e-17
MethyltransfD12	PF02086.15	260	DB3.contig2_2	294	2.4e-16
Dioxygenase_N	PF04444.14	75	DB3.contig2_2	294	0.015
AAA_15	PF13175.6	369	DB3.contig2_3	596	4.1e-19
AAA_15	PF13175.6	369	DB3.contig2_3	596	4.1e-19
AAA_21	PF13304.6	303	DB3.contig2_3	596	3.7e-13
AAA_23	PF13476.6	200	DB3.contig2_3	596	5.4e-07
SMC_N	PF02463.19	220	DB3.contig2_3	596	6.9e-06
Arm-DNA-bind_2	PF12167.8	65	DB3.contig2_4	389	1.5e-22
Phage_integrase	PF00589.22	172	DB3.contig2_4	389	2.6e-18
Phage_int_SAM_5	PF13102.6	99	DB3.contig2_4	389	0.00087
DUF5503	PF17607.2	116	DB3.contig2_8	145	0.00032
TetR_C_35	PF18556.1	105	DB3.contig2_12	66	0.043
HD_2	PF12917.7	182	DB3.contig2_13	176	5.9e-05
DUF2303	PF10065.9	267	DB3.contig2_14	276	7.1e-71
Peptidase_S24	PF00717.23	70	DB3.contig2_16	209	1.1e-18
HTH_3	PF01381.22	55	DB3.contig2_16	209	4.2e-09
HTH_19	PF12844.7	65	DB3.contig2_16	209	0.001
HTH_31	PF13560.6	64	DB3.contig2_16	209	0.001
P22_Cro	PF14549.6	60	DB3.contig2_17	70	4e-13
YdaS_antitoxin	PF15943.5	65	DB3.contig2_17	70	0.0011
HTH_17	PF12728.7	51	DB3.contig2_17	70	0.0012
HTH_28	PF13518.6	52	DB3.contig2_17	70	0.0056
HTH_23	PF13384.6	50	DB3.contig2_17	70	0.0093
ANT	PF03374.14	108	DB3.contig2_20	240	2.2e-23
Phage_pRha	PF09669.10	88	DB3.contig2_20	240	6.4e-18
DUF4222	PF13973.6	53	DB3.contig2_21	60	1.3e-20
Phg_2220_C	PF09524.10	74	DB3.contig2_22	293	5.3e-25
HTH_36	PF13730.6	55	DB3.contig2_22	293	6.7e-11
HTH_Crp_2	PF13545.6	68	DB3.contig2_22	293	0.0012
HTH_IclR	PF09339.10	52	DB3.contig2_22	293	0.0022
RP-C	PF03428.13	175	DB3.contig2_22	293	0.0037
GARP	PF16731.5	193	DB3.contig2_23	86	0.0091
Dam	PF05869.11	171	DB3.contig2_24	300	1.1e-54
DNA_methylase	PF00145.17	335	DB3.contig2_25	657	5.8e-20
DNA_methylase	PF00145.17	335	DB3.contig2_25	657	5.8e-20
DNA_methylase	PF00145.17	335	DB3.contig2_25	657	5.8e-20
DUF968	PF06147.11	200	DB3.contig2_26	354	4.5e-72
HNHc_6	PF16784.5	200	DB3.contig2_26	354	2.4e-05
Phage_antiter_Q	PF06323.11	222	DB3.contig2_27	233	1.5e-53
MarR_2	PF12802.7	62	DB3.contig2_28	65	0.00014
DprA_WH	PF17782.1	61	DB3.contig2_28	65	0.00049
TrmB	PF01978.19	68	DB3.contig2_28	65	0.0029
HTH_20	PF12840.7	61	DB3.contig2_28	65	0.011
N6_N4_Mtase	PF01555.18	231	DB3.contig2_29	351	5.4e-39
Phage_holin_3_1	PF05106.12	99	DB3.contig2_30	118	2.5e-26
Glyco_hydro_108	PF05838.12	85	DB3.contig2_31	181	7.1e-25
PG_binding_3	PF09374.10	76	DB3.contig2_31	181	2.2e-22
DUF3552	PF12072.8	201	DB3.contig2_33	92	0.00012
ATP-synt_E	PF05680.12	96	DB3.contig2_33	92	0.0021
SmpA_OmlA	PF04355.13	71	DB3.contig2_35	150	1.3e-05
DUF3192	PF11399.8	101	DB3.contig2_35	150	0.0036
CAP_assoc_N	PF14504.6	140	DB3.contig2_35	150	0.021
Tudor-knot	PF11717.8	55	DB3.contig2_36	62	0.018
DUF1441	PF07278.11	149	DB3.contig2_37	164	3.6e-49
HTH_30	PF13556.6	59	DB3.contig2_37	164	0.017
Terminase_GpA	PF05876.12	558	DB3.contig2_38	703	6.4e-174
DUF4379	PF14311.6	56	DB3.contig2_38	703	0.01
ZapB	PF06005.12	71	DB3.contig2_39	72	0.062
Phage_portal_2	PF05136.13	362	DB3.contig2_40	500	8.3e-80
CLP_protease	PF00574.23	182	DB3.contig2_41	240	6.9e-40
SDH_sah	PF01972.16	286	DB3.contig2_41	240	2.3e-06
HATPase_c	PF02518.26	112	DB3.contig3_2	467	2.1e-16
HisKA	PF00512.25	67	DB3.contig3_2	467	8.5e-10
HAMP	PF00672.25	53	DB3.contig3_2	467	1.2e-06
HATPase_c_5	PF14501.6	101	DB3.contig3_2	467	3.6e-06
Response_reg	PF00072.24	112	DB3.contig3_3	227	3.5e-26
Trans_reg_C	PF00486.28	77	DB3.contig3_3	227	6.8e-25
CopD	PF05425.13	105	DB3.contig3_4	310	2.1e-21
DUF4149	PF13664.6	102	DB3.contig3_4	310	0.0023
CopC	PF04234.12	92	DB3.contig3_5	127	3.1e-23
Big_5	PF13205.6	108	DB3.contig3_5	127	1.9e-05
CopB	PF05275.11	208	DB3.contig3_6	299	3.6e-87
OMP_b-brl	PF13505.6	178	DB3.contig3_6	299	0.0027
Cu-oxidase_3	PF07732.15	119	DB3.contig3_7	606	1.6e-49
Cu-oxidase_3	PF07732.15	119	DB3.contig3_7	606	1.6e-49
Cu-oxidase	PF00394.22	159	DB3.contig3_7	606	3.7e-40
Cu-oxidase_2	PF07731.14	137	DB3.contig3_7	606	2.6e-31
Cu-oxidase_2	PF07731.14	137	DB3.contig3_7	606	2.6e-31
TAT_signal	PF10518.9	26	DB3.contig3_7	606	0.0047
NUT	PF12881.7	729	DB3.contig3_8	150	0.015
Peptidase_M23	PF01551.22	96	DB3.contig3_9	246	5e-26
DUF2933	PF11666.8	52	DB3.contig3_10	66	5.5e-24
E1-E2_ATPase	PF00122.20	181	DB3.contig3_11	816	3.7e-58
Hydrolase	PF00702.26	210	DB3.contig3_11	816	9.2e-45
YHS	PF04945.13	48	DB3.contig3_11	816	3.3e-20
Hydrolase_3	PF08282.12	255	DB3.contig3_11	816	5.6e-07
HAD	PF12710.7	188	DB3.contig3_11	816	9.1e-06
RibD_C	PF01872.17	200	DB3.contig3_11	816	0.0075
DUF411	PF04214.13	69	DB3.contig3_12	147	7.2e-24
ACR_tran	PF00873.19	1021	DB3.contig3_13	1049	5.4e-238
MMPL	PF03176.15	333	DB3.contig3_13	1049	0.00017
HlyD_D23	PF16576.5	214	DB3.contig3_14	431	9.9e-63
HlyD_D4	PF16572.5	56	DB3.contig3_14	431	7.1e-23
HlyD_3	PF13437.6	106	DB3.contig3_14	431	7e-14
CusF_Ec	PF11604.8	68	DB3.contig3_15	118	1.5e-20
OEP	PF02321.18	188	DB3.contig3_16	462	6.4e-50
