target	acc	tlen	query	qlen	evalue
EutC	PF05985.11	233	DT4.contig1_2	283	2.5e-94
EutB	PF06751.11	435	DT4.contig1_3	465	3.2e-220
AA_permease_2	PF13520.6	425	DT4.contig1_4	483	7.6e-40
AA_permease	PF00324.21	479	DT4.contig1_4	483	4.1e-28
Aldedh	PF00171.22	462	DT4.contig1_5	507	4.4e-165
Sigma54_activat	PF00158.26	168	DT4.contig1_6	654	6.5e-61
Sigma54_activ_2	PF14532.6	138	DT4.contig1_6	654	6.2e-19
HTH_8	PF02954.19	42	DT4.contig1_6	654	1.1e-12
GAF	PF01590.26	133	DT4.contig1_6	654	2.6e-08
AAA_5	PF07728.14	138	DT4.contig1_6	654	0.00013
HTH_23	PF13384.6	50	DT4.contig1_6	654	0.00019
LZ_Tnp_IS481	PF13011.6	85	DT4.contig1_6	654	0.00039
HTH_50	PF18024.1	50	DT4.contig1_6	654	0.00087
PAS_8	PF13188.7	67	DT4.contig1_6	654	0.0012
IclR	PF01614.18	129	DT4.contig1_6	654	0.002
DUF1455	PF07306.11	130	DT4.contig1_7	329	0.015
Mur_ligase_M	PF08245.12	192	DT4.contig1_8	450	1.8e-21
Mur_ligase	PF01225.25	88	DT4.contig1_8	450	4.5e-18
Mur_ligase_C	PF02875.21	91	DT4.contig1_8	450	2.1e-10
Flavoprotein	PF02441.19	158	DT4.contig1_9	210	2.5e-25
DUF1375	PF07119.12	53	DT4.contig1_10	95	7.2e-15
NAD_binding_10	PF13460.6	184	DT4.contig1_11	214	2.3e-09
HIM1	PF08732.10	169	DT4.contig1_11	214	8.3e-07
Semialdhyde_dh	PF01118.24	121	DT4.contig1_11	214	0.00025
Epimerase	PF01370.21	241	DT4.contig1_11	214	0.00041
Peptidase_C13	PF01650.18	256	DT4.contig1_12	573	1.2e-47
MORN	PF02493.20	23	DT4.contig1_12	573	7.4e-32
MORN	PF02493.20	23	DT4.contig1_12	573	7.4e-32
MORN	PF02493.20	23	DT4.contig1_12	573	7.4e-32
MORN	PF02493.20	23	DT4.contig1_12	573	7.4e-32
MORN	PF02493.20	23	DT4.contig1_12	573	7.4e-32
Peptidase_C14	PF00656.22	248	DT4.contig1_12	573	3.9e-07
MaoC_dehydratas	PF01575.19	123	DT4.contig1_13	152	1.1e-26
MaoC_dehydrat_N	PF13452.6	132	DT4.contig1_13	152	1.2e-05
LrgA	PF03788.14	94	DT4.contig1_14	121	3.8e-20
SBF_like	PF13593.6	313	DT4.contig1_14	121	0.0018
LrgB	PF04172.16	214	DT4.contig1_15	239	4.4e-70
LON_substr_bdg	PF02190.16	208	DT4.contig1_16	197	6.5e-21
YAcAr	PF10686.9	67	DT4.contig1_17	69	0.056
SNARE_assoc	PF09335.11	120	DT4.contig1_18	467	1.2e-19
PAP2	PF01569.21	136	DT4.contig1_18	467	2.6e-18
PAP2_3	PF14378.6	190	DT4.contig1_18	467	1.4e-05
Pur_DNA_glyco	PF02245.16	175	DT4.contig1_19	228	3.6e-34
Aldedh	PF00171.22	462	DT4.contig1_20	422	1.2e-22
Aldedh	PF00171.22	462	DT4.contig1_20	422	1.2e-22
CTP_transf_like	PF01467.26	143	DT4.contig1_21	215	1e-27
RsfS	PF02410.15	99	DT4.contig1_22	165	2.1e-29
SPOUT_MTase	PF02590.17	154	DT4.contig1_23	156	8.4e-48
Transpeptidase	PF00905.22	306	DT4.contig1_24	633	3.5e-80
PBP_dimer	PF03717.15	180	DT4.contig1_24	633	8.1e-43
FTSW_RODA_SPOVE	PF01098.19	359	DT4.contig1_25	382	1.8e-109
SLT_2	PF13406.6	291	DT4.contig1_26	345	9e-105
SLT	PF01464.20	117	DT4.contig1_26	345	0.0033
DPBB_1	PF03330.18	83	DT4.contig1_27	333	2.3e-25
SPOR	PF05036.13	76	DT4.contig1_27	333	4.8e-12
Peptidase_S11	PF00768.20	241	DT4.contig1_28	386	1.6e-85
PBP5_C	PF07943.13	91	DT4.contig1_28	386	4e-24
Beta-lactamase2	PF13354.6	202	DT4.contig1_28	386	3.6e-14
Peptidase_S13	PF02113.15	444	DT4.contig1_28	386	7e-05
DUF493	PF04359.14	84	DT4.contig1_29	92	9.5e-19
ACT_4	PF13291.6	80	DT4.contig1_29	92	0.054
BPL_LplA_LipB	PF03099.19	131	DT4.contig1_30	216	7e-06
Radical_SAM	PF04055.21	167	DT4.contig1_31	340	1.8e-13
LIAS_N	PF16881.5	108	DT4.contig1_31	340	5.6e-08
Peptidase_S66	PF02016.15	121	DT4.contig1_32	312	9.9e-38
Peptidase_S66C	PF17676.1	124	DT4.contig1_32	312	2.1e-31
SLT_2	PF13406.6	291	DT4.contig1_33	283	2.8e-79
PG_binding_1	PF01471.18	57	DT4.contig1_33	283	6.9e-11
PG_binding_3	PF09374.10	76	DT4.contig1_33	283	0.014
Hydrolase	PF00702.26	210	DT4.contig2_1	385	6.8e-43
Hydrolase_3	PF08282.12	255	DT4.contig2_1	385	3.6e-07
E1-E2_ATPase	PF00122.20	181	DT4.contig2_1	385	3.7e-07
HAD	PF12710.7	188	DT4.contig2_1	385	0.002
HMA	PF00403.26	62	DT4.contig2_2	71	9e-07
HTH_18	PF12833.7	81	DT4.contig2_4	188	2e-16
HTH_AraC	PF00165.23	42	DT4.contig2_4	188	5.1e-09
Cu-oxidase_3	PF07732.15	119	DT4.contig2_5	906	5.1e-38
Cu-oxidase_3	PF07732.15	119	DT4.contig2_5	906	5.1e-38
Cu-oxidase_2	PF07731.14	137	DT4.contig2_5	906	9.4e-29
Cu-oxidase_2	PF07731.14	137	DT4.contig2_5	906	9.4e-29
Cu-oxidase	PF00394.22	159	DT4.contig2_5	906	2.7e-23
DUF305	PF03713.13	152	DT4.contig2_6	219	3.3e-39
DUF305	PF03713.13	152	DT4.contig2_6	219	3.3e-39
DUF4142	PF13628.6	139	DT4.contig2_6	219	5.9e-09
DUF305	PF03713.13	152	DT4.contig2_7	206	4.8e-28
DUF305	PF03713.13	152	DT4.contig2_7	206	4.8e-28
DUF4142	PF13628.6	139	DT4.contig2_7	206	1.7e-05
tRNA_lig_kinase	PF08303.11	168	DT4.contig2_7	206	0.00045
DUF326	PF03860.16	21	DT4.contig2_8	112	2.6e-16
DUF326	PF03860.16	21	DT4.contig2_8	112	2.6e-16
DUF326	PF03860.16	21	DT4.contig2_8	112	2.6e-16
DUF326	PF03860.16	21	DT4.contig2_8	112	2.6e-16
DUF305	PF03713.13	152	DT4.contig2_9	143	7e-11
Tmpp129	PF10272.9	355	DT4.contig2_9	143	0.0016
Ferritin	PF00210.24	142	DT4.contig2_9	143	0.014
DUF3347	PF11827.8	186	DT4.contig2_13	167	7.3e-40
DUF3347	PF11827.8	186	DT4.contig2_14	195	9.6e-51
TipE	PF16972.5	486	DT4.contig2_14	195	0.01
Haem_bd	PF14376.6	133	DT4.contig2_15	152	1.4e-43
FixO	PF02433.15	217	DT4.contig2_15	152	0.0085
Cu-oxidase_3	PF07732.15	119	DT4.contig2_16	922	4.4e-42
Cu-oxidase_3	PF07732.15	119	DT4.contig2_16	922	4.4e-42
Cu-oxidase_2	PF07731.14	137	DT4.contig2_16	922	6.3e-30
Cu-oxidase	PF00394.22	159	DT4.contig2_16	922	1.8e-22
E1-E2_ATPase	PF00122.20	181	DT4.contig2_17	682	1.7e-52
Hydrolase	PF00702.26	210	DT4.contig2_17	682	2.1e-41
Hydrolase_3	PF08282.12	255	DT4.contig2_17	682	4.5e-07
HAD	PF12710.7	188	DT4.contig2_17	682	0.00097
ACR_tran	PF00873.19	1021	DT4.contig2_18	1462	4.1e-288
OEP	PF02321.18	188	DT4.contig2_18	1462	5.5e-36
OEP	PF02321.18	188	DT4.contig2_18	1462	5.5e-36
HlyD_D23	PF16576.5	214	DT4.contig2_19	401	2.6e-34
HlyD_3	PF13437.6	106	DT4.contig2_19	401	1.9e-18
Biotin_lipoyl_2	PF13533.6	50	DT4.contig2_19	401	2.9e-05
HlyD_2	PF12700.7	417	DT4.contig2_19	401	5.6e-05
FUR	PF01475.19	120	DT4.contig2_20	141	7.8e-09
HTH_20	PF12840.7	61	DT4.contig2_20	141	0.037
E1-E2_ATPase	PF00122.20	181	DT4.contig2_23	319	9.7e-35
DUF2207	PF09972.9	492	DT4.contig2_23	319	0.00014
ChapFlgA_N	PF17656.1	77	DT4.contig3_1	137	1.3e-23
CheW	PF01584.19	138	DT4.contig3_2	311	2.8e-35
Response_reg	PF00072.24	112	DT4.contig3_2	311	2.1e-18
CheR	PF01739.18	195	DT4.contig3_3	276	2.4e-64
CheR_N	PF03705.15	53	DT4.contig3_3	276	1.6e-12
Methyltransf_11	PF08241.12	96	DT4.contig3_3	276	1.1e-05
Methyltransf_25	PF13649.6	97	DT4.contig3_3	276	0.00012
Methyltransf_12	PF08242.12	99	DT4.contig3_3	276	0.00033
Methyltransf_31	PF13847.6	152	DT4.contig3_3	276	0.0038
Flg_bb_rod	PF00460.20	31	DT4.contig3_4	136	4.9e-08
ACD	PF16671.5	386	DT4.contig3_4	136	0.0084
Flg_bbr_C	PF06429.13	74	DT4.contig3_5	154	9.9e-15
Flg_bb_rod	PF00460.20	31	DT4.contig3_5	154	4.9e-09
FlgD	PF03963.14	75	DT4.contig3_6	243	3.1e-24
FlgD_ig	PF13860.6	79	DT4.contig3_6	243	4.2e-22
FLgD_tudor	PF13861.6	58	DT4.contig3_6	243	1.2e-15
Gmad2	PF10648.9	86	DT4.contig3_6	243	0.0022
MG2	PF01835.19	96	DT4.contig3_6	243	0.0026
CHU_C	PF13585.6	86	DT4.contig3_6	243	0.005
FlaE	PF07559.14	122	DT4.contig3_7	441	3.3e-18
Flg_bbr_C	PF06429.13	74	DT4.contig3_7	441	4.1e-16
Flg_bb_rod	PF00460.20	31	DT4.contig3_7	441	7.4e-10
Ribonuc_red_lgC	PF02867.15	524	DT4.contig3_8	966	1.2e-181
ATP-cone	PF03477.16	86	DT4.contig3_8	966	3e-28
ATP-cone	PF03477.16	86	DT4.contig3_8	966	3e-28
Ribonuc_red_lgN	PF00317.21	83	DT4.contig3_8	966	1.7e-22
Response_reg	PF00072.24	112	DT4.contig3_9	242	1.5e-23
Trans_reg_C	PF00486.28	77	DT4.contig3_9	242	4.9e-23
HATPase_c	PF02518.26	112	DT4.contig3_10	537	1.6e-21
HisKA	PF00512.25	67	DT4.contig3_10	537	1e-11
HAMP	PF00672.25	53	DT4.contig3_10	537	2.1e-11
HATPase_c_3	PF13589.6	137	DT4.contig3_10	537	0.0015
HATPase_c_2	PF13581.6	125	DT4.contig3_10	537	0.0018
