target	acc	tlen	query	qlen	evalue
ACR_tran	PF00873.19	1021	DB1.contig1_1	249	4e-46
MMPL	PF03176.15	333	DB1.contig1_1	249	0.001
DUF411	PF04214.13	69	DB1.contig1_2	147	7.2e-24
E1-E2_ATPase	PF00122.20	181	DB1.contig1_3	816	3.7e-58
Hydrolase	PF00702.26	210	DB1.contig1_3	816	9.2e-45
YHS	PF04945.13	48	DB1.contig1_3	816	3.3e-20
Hydrolase_3	PF08282.12	255	DB1.contig1_3	816	5.6e-07
HAD	PF12710.7	188	DB1.contig1_3	816	9.1e-06
RibD_C	PF01872.17	200	DB1.contig1_3	816	0.0075
DUF2933	PF11666.8	52	DB1.contig1_4	66	5.5e-24
Peptidase_M23	PF01551.22	96	DB1.contig1_5	246	5e-26
NUT	PF12881.7	729	DB1.contig1_6	150	0.015
Cu-oxidase_3	PF07732.15	119	DB1.contig1_7	606	1.6e-49
Cu-oxidase_3	PF07732.15	119	DB1.contig1_7	606	1.6e-49
Cu-oxidase	PF00394.22	159	DB1.contig1_7	606	3.7e-40
Cu-oxidase_2	PF07731.14	137	DB1.contig1_7	606	2.6e-31
Cu-oxidase_2	PF07731.14	137	DB1.contig1_7	606	2.6e-31
TAT_signal	PF10518.9	26	DB1.contig1_7	606	0.0047
CopB	PF05275.11	208	DB1.contig1_8	299	3.6e-87
OMP_b-brl	PF13505.6	178	DB1.contig1_8	299	0.0027
CopC	PF04234.12	92	DB1.contig1_9	127	3.1e-23
Big_5	PF13205.6	108	DB1.contig1_9	127	1.9e-05
CopD	PF05425.13	105	DB1.contig1_10	310	2.1e-21
DUF4149	PF13664.6	102	DB1.contig1_10	310	0.0023
Response_reg	PF00072.24	112	DB1.contig1_11	227	3.5e-26
Trans_reg_C	PF00486.28	77	DB1.contig1_11	227	6.8e-25
HATPase_c	PF02518.26	112	DB1.contig1_12	467	2.1e-16
HisKA	PF00512.25	67	DB1.contig1_12	467	8.5e-10
HAMP	PF00672.25	53	DB1.contig1_12	467	1.2e-06
HATPase_c_5	PF14501.6	101	DB1.contig1_12	467	3.6e-06
DDE_Tnp_IS66	PF03050.14	282	DB1.contig1_14	513	3.7e-100
DDE_Tnp_IS66_C	PF13817.6	39	DB1.contig1_14	513	1.2e-16
LZ_Tnp_IS66	PF13007.7	69	DB1.contig1_14	513	2.8e-13
zf-IS66	PF13005.7	46	DB1.contig1_14	513	1.2e-12
GAS	PF13851.6	200	DB1.contig1_14	513	0.0044
TnpB_IS66	PF05717.13	101	DB1.contig1_15	116	1.3e-38
HTH_Tnp_1	PF01527.20	75	DB1.contig1_16	135	6.3e-13
DDE_Tnp_ISL3	PF01610.17	240	DB1.contig1_17	124	1.6e-12
DDE_Tnp_ISL3	PF01610.17	240	DB1.contig1_18	272	1.9e-18
zf-ISL3	PF14690.6	47	DB1.contig1_18	272	8e-07
MIP	PF00230.20	227	DB1.contig1_19	135	9.4e-24
DUF1576	PF07613.11	176	DB1.contig1_19	135	0.0092
Acetyltransf_4	PF13420.7	155	DB1.contig1_20	166	3.1e-16
Acetyltransf_1	PF00583.25	117	DB1.contig1_20	166	4e-12
Acetyltransf_3	PF13302.7	138	DB1.contig1_20	166	1.2e-08
Acetyltransf_7	PF13508.7	76	DB1.contig1_20	166	1.1e-07
Acetyltransf_10	PF13673.7	127	DB1.contig1_20	166	0.00017
HTH_20	PF12840.7	61	DB1.contig1_21	109	7.9e-12
HTH_IclR	PF09339.10	52	DB1.contig1_21	109	2.8e-05
HTH_5	PF01022.20	47	DB1.contig1_21	109	4.3e-05
TrmB	PF01978.19	68	DB1.contig1_21	109	0.0017
HTH_24	PF13412.6	48	DB1.contig1_21	109	0.011
FMN_red	PF03358.15	155	DB1.contig1_22	238	7.2e-27
Flavodoxin_2	PF02525.17	198	DB1.contig1_22	238	0.026
Sigma70_r2	PF04542.14	71	DB1.contig1_23	182	2.3e-13
Sigma70_r4_2	PF08281.12	54	DB1.contig1_23	182	9.6e-09
Sigma70_r4	PF04545.16	50	DB1.contig1_23	182	2.2e-05
ArsD	PF06953.11	123	DB1.contig1_24	121	3.3e-31
Thioredoxin_3	PF13192.6	76	DB1.contig1_24	121	8e-05
ArsA_ATPase	PF02374.15	305	DB1.contig1_25	447	9.1e-67
ArsA_ATPase	PF02374.15	305	DB1.contig1_25	447	9.1e-67
AAA_31	PF13614.6	177	DB1.contig1_25	447	3.5e-21
AAA_31	PF13614.6	177	DB1.contig1_25	447	3.5e-21
CbiA	PF01656.23	128	DB1.contig1_25	447	2.4e-20
CbiA	PF01656.23	128	DB1.contig1_25	447	2.4e-20
ParA	PF10609.9	246	DB1.contig1_25	447	1.9e-12
ParA	PF10609.9	246	DB1.contig1_25	447	1.9e-12
Fer4_NifH	PF00142.18	271	DB1.contig1_25	447	1.2e-09
Fer4_NifH	PF00142.18	271	DB1.contig1_25	447	1.2e-09
AAA_16	PF13191.6	170	DB1.contig1_25	447	1.6e-08
AAA_25	PF13481.6	194	DB1.contig1_25	447	1.6e-08
SRP54	PF00448.22	196	DB1.contig1_25	447	7e-08
MeaB	PF03308.16	267	DB1.contig1_25	447	2e-07
PhoH	PF02562.16	205	DB1.contig1_25	447	2.6e-07
CBP_BcsQ	PF06564.12	234	DB1.contig1_25	447	4.7e-07
MipZ	PF09140.11	262	DB1.contig1_25	447	6.4e-06
ArsA_ATPase	PF02374.15	305	DB1.contig1_26	158	4.6e-17
ArsA_ATPase	PF02374.15	305	DB1.contig1_26	158	4.6e-17
Acetyltransf_1	PF00583.25	117	DB1.contig1_27	141	6.8e-16
Acetyltransf_4	PF13420.7	155	DB1.contig1_27	141	3.1e-14
Acetyltransf_7	PF13508.7	76	DB1.contig1_27	141	1.4e-08
Acetyltransf_3	PF13302.7	138	DB1.contig1_27	141	1.6e-08
Acetyltransf_10	PF13673.7	127	DB1.contig1_27	141	2.3e-08
Acetyltransf_CG	PF14542.6	80	DB1.contig1_27	141	0.00034
Acetyltransf_6	PF13480.7	142	DB1.contig1_27	141	0.00038
ArsC	PF03960.15	64	DB1.contig1_28	142	4.3e-20
